age,gender,height_m,weight_kg,bmi,BMIPCT,seatbelt,seatbelt2,ride_drunkdriver,drive_drunk,drive_text,carried_weapon,unsafe_school,bullied,sad,days_smoke,days_drink
16,female,1.57,67.13,27.2,91.92,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.6,61.69,24.1,83.92,always,otherwise,no,not drive,not drive,yes,no,no,yes,0,2
17,female,1.6,61.69,24.1,78.3,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,1
15,male,1.65,52.62,19.3,36.89,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,61.69,20.1,49.47,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
14,male,1.7,58.97,20.4,62.81,most of the time,otherwise,yes,0 times,all 30 days,no,no,no,no,0,0
14,male,1.78,59.88,18.9,40.89,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.8,73.03,22.5,76.82,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.5,37.65,16.7,9.16,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.65,86.18,31.7,98.48,rarely,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.6,61.69,24.1,86.44,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.7,79.38,27.5,95.42,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,65.77,23.3,82.18,sometimes,otherwise,yes,not drive,not drive,no,no,no,no,0,0
17,female,1.6,69.85,27.3,90.76,always,otherwise,yes,not drive,not drive,no,yes,no,yes,0,0
17,female,1.45,77.11,36.7,98.4,most of the time,otherwise,yes,0 times,0 days,no,no,no,yes,2,3
17,male,2.03,113.4,27.5,92.97,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,9
15,female,1.65,73.94,27.2,93.06,most of the time,otherwise,no,0 times,0 days,yes,yes,yes,no,0,0
14,female,1.55,72.58,30.2,97.22,always,otherwise,no,not drive,not drive,no,no,no,no,0,3
14,female,1.57,58.06,23.6,84.44,sometimes,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
16,female,1.55,58.06,24.2,81.42,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,1
14,female,1.52,55.79,24.1,86.95,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,95.26,31.1,98.27,always,otherwise,no,0 times,0 days,yes,no,no,no,0,0
15,male,1.75,71.67,23.4,82.78,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,male,1.65,53.07,19.5,39.5,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.7,61.24,21.2,63.49,rarely,otherwise,no,not drive,not drive,no,no,no,yes,0,1
14,male,1.65,54.43,20,57.44,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,2
16,male,1.8,90.72,28,95.18,most of the time,otherwise,no,0 times,10 to 19 days,no,no,no,no,0,0
15,male,1.8,88,27.2,94.98,always,otherwise,no,0 times,0 days,no,no,no,no,3,9
14,male,1.68,53.07,18.8,39.33,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,84.82,27.7,95.72,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,male,1.55,53.52,22.3,74.63,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.68,95.26,33.8,99.03,sometimes,otherwise,no,not drive,not drive,no,no,no,yes,0,0
14,male,1.63,59.88,22.5,82.21,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.8,102.51,31.6,98.27,sometimes,otherwise,no,0 times,0 days,no,yes,no,no,0,0
17,male,1.68,62.6,22.2,58.41,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.63,63.5,23.9,76.08,never,never,no,0 times,1 or 2 days,yes,no,no,yes,0,0
16,male,1.75,59.88,19.6,30.06,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,yes,0,1
16,female,1.68,98.88,35,98.3,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
17,female,1.57,68.95,28,92.19,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
17,female,1.57,68.04,27.6,91.46,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.55,53.52,22.3,67.93,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,1
17,female,1.73,78.93,26.4,88.33,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,3
17,male,1.75,73.94,24.1,77.97,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.63,58.97,22.2,62.87,sometimes,otherwise,no,0 times,10 to 19 days,no,yes,no,yes,0,9
17,female,1.5,44,19.6,28.86,always,otherwise,no,0 times,0 days,no,yes,no,yes,0,1
16,female,1.6,67.59,26.4,89.98,sometimes,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.63,51.26,19.3,25.21,always,otherwise,no,0 times,0 days,no,no,no,no,30,2
16,female,1.7,68.95,23.9,79.7,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.68,63.5,22.5,69.91,sometimes,otherwise,no,not drive,not drive,no,no,yes,no,0,0
16,female,1.63,52.16,19.6,35.67,sometimes,otherwise,yes,0 times,0 days,yes,no,no,no,0,1
15,male,1.63,48.08,18.1,18.19,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.78,100.25,31.6,98.27,always,otherwise,yes,0 times,0 days,no,no,no,no,1,0
17,male,1.7,66.68,23.1,68.57,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.7,65.77,22.8,65.23,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.8,70.76,21.8,54,always,otherwise,no,not drive,not drive,no,no,no,no,1,0
17,male,1.85,82.56,24.1,77.81,never,never,yes,0 times,all 30 days,no,no,no,no,0,1
17,male,1.68,110.22,39.1,99.63,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.75,56.25,18.4,18.23,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.75,61.24,20,47.58,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
16,female,1.65,54.43,20,40.79,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
16,female,1.55,75.75,31.5,96.89,always,otherwise,no,0 times,0 days,no,yes,no,no,2,2
15,male,1.68,54.43,19.3,36.21,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,1
15,male,1.83,97.52,29.1,97.14,most of the time,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
16,male,1.68,104.33,37,99.46,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,11,4
15,male,1.83,73.94,22.1,72.86,sometimes,otherwise,no,not drive,not drive,no,no,no,yes,0,1
16,male,1.85,81.65,23.9,80.98,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
16,male,1.93,68.04,18.3,12.63,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,61.24,19.3,18.12,most of the time,otherwise,no,not drive,not drive,yes,no,no,yes,2,1
17,male,1.9,81.65,22.6,63.66,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,71.67,22.6,63.69,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.75,70.31,23,67.39,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.6,68.04,26.6,88.94,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,54.43,22.7,67.36,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.83,86.18,25.7,89.97,always,otherwise,no,0 times,1 or 2 days,yes,no,no,yes,30,0
15,male,1.83,73.48,21.9,71.56,always,otherwise,no,0 times,0 days,yes,no,no,yes,0,0
15,male,1.83,69.85,20.9,59.37,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,70.31,23,79.93,sometimes,otherwise,yes,not drive,not drive,no,no,no,yes,0,0
15,male,1.88,71.67,20.3,51.43,rarely,otherwise,no,not drive,not drive,yes,no,no,yes,0,0
16,male,1.83,68.04,20.3,41.76,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
16,male,1.7,67.13,23.2,76.42,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.57,109.77,44.5,99.42,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.73,56.7,18.9,25.9,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,0,4
15,female,1.6,53.52,20.9,59.02,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.57,60.33,24.5,85.58,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.5,43.09,19.2,35.65,most of the time,otherwise,yes,not drive,not drive,no,no,yes,no,0,1
15,female,1.65,54.89,20.2,49.79,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
16,female,1.57,55.79,22.6,71.06,always,otherwise,no,0 times,0 days,no,no,no,no,1,2
16,female,1.68,65.77,23.3,76.16,always,otherwise,no,0 times,all 30 days,no,no,no,yes,0,1
15,female,1.55,51.71,21.5,65.66,most of the time,otherwise,no,0 times,0 days,no,no,yes,no,0,2
16,female,1.68,104.33,37,98.71,always,otherwise,no,0 times,0 days,no,no,no,no,2,0
15,female,1.6,48.99,19.1,35.44,most of the time,otherwise,no,0 times,0 days,no,no,yes,no,0,0
17,female,1.65,72.58,26.7,89.17,most of the time,otherwise,no,0 times,20 to 29 days,no,yes,yes,yes,0,0
17,female,1.57,43.09,17.5,5.66,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.7,84.82,29.3,94.31,most of the time,otherwise,no,0 times,0 days,no,no,yes,no,0,0
17,male,1.73,59.42,19.9,25.21,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,65.77,20.8,38.53,always,otherwise,no,0 times,0 days,no,no,no,no,1,2
15,female,1.68,61.24,21.7,67.36,always,otherwise,no,0 times,0 days,yes,no,no,yes,0,0
15,female,1.63,51.71,19.5,40.13,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,7
14,female,1.68,49.9,17.7,22.13,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,0
14,male,1.83,74.84,22.3,80.99,always,otherwise,no,0 times,0 days,yes,no,yes,no,0,0
14,male,1.8,131.54,40.6,99.66,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
14,male,1.68,59.88,21.2,71.78,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.73,68.04,22.7,78.32,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,63.5,24.8,82.19,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,65.77,27.4,90.96,always,otherwise,no,not drive,not drive,no,no,no,yes,0,2
17,female,1.63,58.97,22.2,62.87,always,otherwise,yes,0 times,3 to 5 days,no,no,no,yes,0,3
17,female,1.65,68.04,25,83.09,always,otherwise,yes,2 or 3 times,6 to 9 days,no,yes,no,yes,0,1
17,female,1.52,54.43,23.6,74.72,rarely,otherwise,yes,0 times,0 days,no,no,yes,no,0,0
16,female,1.73,95.26,31.8,97.07,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,76.66,22.4,61.1,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,63.5,20,27.91,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.7,63.5,22,55.75,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,1
16,female,1.75,64.86,21.2,56.34,always,otherwise,yes,not drive,not drive,yes,no,yes,no,30,16
17,female,1.7,61.69,21.3,53.27,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.63,61.69,23.2,75.58,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
17,female,1.55,61.24,25.5,85.25,rarely,otherwise,no,not drive,not drive,no,no,yes,no,0,0
16,female,1.63,56.7,21.3,58.23,rarely,otherwise,yes,0 times,0 days,no,no,no,yes,0,1
16,female,1.55,61.24,25.5,87.19,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.6,53.52,20.9,47.66,always,otherwise,yes,0 times,10 to 19 days,no,no,yes,yes,0,1
16,female,1.68,79.38,28.1,93.51,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,49.9,19.5,27.97,always,otherwise,yes,0 times,0 days,yes,no,no,no,29,9
17,male,1.8,69.85,21.6,50.16,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.88,68.04,19.3,17.15,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
16,male,1.57,54.43,22.1,65.47,always,otherwise,no,0 times,0 days,no,no,no,no,0,2
17,male,1.75,74.84,24.4,80.06,always,otherwise,yes,0 times,0 days,no,no,no,no,0,1
17,male,1.7,66.68,23.1,68.57,most of the time,otherwise,yes,not drive,not drive,no,no,no,yes,0,2
17,male,1.83,72.58,21.7,51.74,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
16,male,1.75,54.43,17.8,7.8,never,never,yes,0 times,0 days,no,no,yes,yes,0,0
17,male,1.65,96.62,35.5,99.23,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,male,1.68,74.84,26.5,90.18,most of the time,otherwise,yes,0 times,all 30 days,no,no,no,no,0,0
16,male,1.65,54.43,20,36.8,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,49.9,18.3,23.9,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.8,102.97,31.8,98.69,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.6,61.24,23.9,83.07,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,0,2
14,male,1.8,83.92,25.9,94.16,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.63,58.51,22,78.7,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
14,male,1.8,56.25,17.4,16.69,always,otherwise,yes,not drive,not drive,no,no,yes,yes,0,0
14,male,1.85,71.67,20.9,68.98,sometimes,otherwise,no,not drive,not drive,no,no,no,yes,0,0
14,male,1.8,62.14,19.2,45.38,most of the time,otherwise,no,not drive,not drive,yes,no,no,yes,2,0
15,male,1.78,79.38,25.1,90.18,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.7,53.52,18.5,34.67,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
15,male,1.65,52.16,19.2,34.21,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
14,male,1.55,50.8,21.1,71.08,always,otherwise,no,0 times,0 days,yes,no,yes,no,0,0
17,female,1.55,40.82,17,2.94,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.55,59.88,24.9,85.01,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.55,45.36,18.9,19.72,sometimes,otherwise,yes,0 times,1 or 2 days,no,no,no,no,0,2
15,female,1.73,62.14,20.8,57.34,always,otherwise,no,0 times,0 days,no,no,no,no,0,4
15,female,1.57,77.11,31.3,97.27,sometimes,otherwise,yes,0 times,0 days,no,no,yes,no,0,2
16,female,1.7,95.26,33,97.61,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.45,53.52,25.5,89.07,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.63,56.25,21.2,56.25,always,otherwise,no,not drive,not drive,no,no,no,no,1,1
16,female,1.73,81.19,27.1,91.7,rarely,otherwise,yes,0 times,3 to 5 days,no,yes,no,no,1,7
16,female,1.63,58.97,22.2,67.17,most of the time,otherwise,no,not drive,not drive,yes,no,yes,yes,0,0
16,female,1.65,68.04,25,85.29,always,otherwise,yes,not drive,not drive,no,yes,yes,yes,0,1
16,female,1.6,61.24,23.9,80.07,sometimes,otherwise,no,0 times,0 days,no,no,yes,no,0,1
16,female,1.55,70.31,29.3,95.02,always,otherwise,no,not drive,not drive,no,no,no,no,0,9
15,female,1.73,71.22,23.8,82.44,always,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
17,male,1.73,99.79,33.3,98.72,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,88.45,29.6,96.96,sometimes,otherwise,no,not drive,not drive,yes,no,no,no,0,2
16,male,1.85,71.67,20.9,50.95,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.7,81.65,28.3,95.54,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.65,77.11,28.3,95.63,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,male,1.8,76.66,23.7,74.09,sometimes,otherwise,no,0 times,0 days,yes,no,no,yes,0,3
15,male,1.75,54.43,17.8,14.03,always,otherwise,no,not drive,not drive,yes,no,no,no,0,0
15,male,1.73,69.4,23.2,81.46,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.65,58.97,21.7,57.02,sometimes,otherwise,yes,2 or 3 times,all 30 days,no,no,no,no,0,11
17,female,1.73,93.9,31.4,96.25,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,0
17,female,1.6,57.61,22.5,65.94,always,otherwise,no,0 times,6 to 9 days,no,no,no,no,0,0
17,male,1.83,68.04,20.3,31.95,never,never,yes,6 or more times,all 30 days,yes,yes,no,yes,30,30
17,male,1.78,73.03,23,68.33,most of the time,otherwise,yes,1 time,all 30 days,no,no,no,no,0,9
17,male,1.73,68.04,22.7,64.96,always,otherwise,yes,1 time,3 to 5 days,no,no,no,no,22,3
16,female,1.7,68.49,23.7,78.75,always,otherwise,no,0 times,1 or 2 days,no,no,no,yes,0,0
17,female,1.65,77.11,28.3,92.81,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.63,80.29,30.2,95.95,always,otherwise,yes,0 times,1 or 2 days,no,no,yes,yes,0,3
17,female,1.7,61.24,21.2,51.33,always,otherwise,no,0 times,6 to 9 days,no,no,yes,no,0,2
16,female,1.65,46.27,17,5.03,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.7,56.25,19.5,27.57,sometimes,otherwise,no,not drive,not drive,no,no,no,no,4,0
16,female,1.65,53.52,19.7,36.05,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.57,53.07,21.5,55.5,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,1
17,female,1.6,80.29,31.4,96.24,most of the time,otherwise,yes,0 times,0 days,no,no,no,yes,0,0
16,female,1.52,52.62,22.8,72.22,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,51.26,20,35.49,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.6,90.72,35.4,98.4,always,otherwise,yes,0 times,1 or 2 days,no,no,no,yes,0,3
17,female,1.57,52.16,21.2,50.96,most of the time,otherwise,yes,not drive,not drive,no,no,yes,yes,30,1
17,female,1.63,49.9,18.8,18.46,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
16,male,1.83,72.12,21.5,58.95,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.65,63.5,23.3,71.04,always,otherwise,no,0 times,0 days,no,no,no,no,0,1
16,male,1.78,65.77,20.8,48.32,always,otherwise,no,0 times,all 30 days,no,no,yes,no,0,2
17,male,1.83,68.04,20.3,31.95,always,otherwise,no,0 times,3 to 5 days,no,no,yes,no,2,1
17,male,1.88,91.17,25.8,87.45,rarely,otherwise,no,0 times,0 days,no,no,no,no,2,0
17,male,1.8,79.38,24.5,80.48,always,otherwise,no,0 times,6 to 9 days,no,no,no,yes,0,0
15,female,1.68,55.79,19.8,44.42,sometimes,otherwise,no,not drive,not drive,no,no,no,no,1,1
15,female,1.57,57.15,23.2,78.97,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
14,male,1.8,60.33,18.6,36.34,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
14,male,1.73,80.29,26.8,95.56,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.65,70.31,25.8,92.37,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
14,male,1.6,47.63,18.6,36.09,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.8,72.58,22.4,81.34,always,otherwise,no,not drive,not drive,yes,no,no,yes,0,0
16,male,1.7,71.67,24.8,86.23,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.83,68.04,20.3,52,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.78,58.97,18.6,25.66,always,otherwise,no,0 times,0 days,no,no,no,no,2,0
16,male,1.73,65.77,22,64.26,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.63,49.9,18.8,23.65,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,5
16,female,1.75,56.7,18.5,20.1,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,2
17,female,1.63,52.16,19.6,29.93,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.57,52.16,21.2,56.13,most of the time,otherwise,no,0 times,0 days,no,no,yes,no,1,5
16,female,1.5,48.08,21.4,58.56,always,otherwise,no,0 times,0 days,no,no,no,yes,0,1
15,female,1.65,53.52,19.7,42.91,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.73,65.77,22,69.91,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.68,56.7,20.1,42.15,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
15,female,1.65,56.7,20.8,58.09,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.65,57.61,21.2,50.95,always,otherwise,no,0 times,6 to 9 days,no,no,yes,no,0,0
17,female,1.63,49.9,18.8,18.46,never,never,yes,0 times,1 or 2 days,no,no,no,no,0,2
17,male,1.88,122.47,34.7,99.07,always,otherwise,no,0 times,10 to 19 days,no,no,no,no,0,0
17,male,1.8,77.11,23.8,75.26,always,otherwise,yes,0 times,all 30 days,no,no,no,no,0,0
17,male,1.8,131.54,40.6,99.72,always,otherwise,no,not drive,not drive,no,yes,yes,no,0,0
17,male,1.78,77.11,24.3,79.37,never,never,no,0 times,10 to 19 days,yes,no,no,no,0,6
16,female,1.65,74.84,27.5,92.42,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.63,58.97,22.2,62.87,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.73,86.64,28.9,94.65,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
16,female,1.57,104.33,42.3,99.29,most of the time,otherwise,yes,not drive,not drive,no,no,yes,yes,0,0
16,female,1.68,65.77,23.3,76.16,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.7,85.73,29.7,95.44,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
16,female,1.55,42.18,17.6,9.35,always,otherwise,no,0 times,6 to 9 days,no,no,no,yes,0,0
17,female,1.57,44.45,18,10.15,rarely,otherwise,no,0 times,1 or 2 days,no,no,no,yes,1,2
17,female,1.6,74.39,29.1,93.93,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,30,7
17,male,1.7,91.63,31.7,98.03,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.68,61.24,21.7,52.09,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.73,58.97,19.7,23.1,most of the time,otherwise,no,0 times,1 or 2 days,no,yes,yes,yes,0,0
17,male,1.7,63.5,22,55.75,most of the time,otherwise,no,0 times,1 or 2 days,no,yes,yes,yes,2,2
