ids,gender,currenrl,compgrad,currlive,parbrkup,FAITH1,prayansr,miracle,comitgod,attreg,churtype,ATTEND1,ATHEIST1,WORKHRS1,socnet,SOCNET4,god,drink,drunk,smoke,pot,fight,trauma,future,GUILT1,meanless,body,lifesat,helpless,sad,accepted,alienate,invisibl,health,earnings,debt,agecats,bmi,employst
3174,Female,"Yes, enrolled in school",Two years of college,Your own place,1,Extremely important,Yes,Yes,Yes,Yes,Protestant,Once a week,,35,Yes,About once a day,Yes,A few times a month,Once or twice,Never,Never,Never,Yes,Very often,Very often,Never,Very happy,Strongly agree,Strongly disagree,Rarely,A lot,None,None,Excellent,"$34,001 - $36,000","$9,801 - $10,000",21,19.13491058,Employed and school
3178,Female,"No, not in school",10th grade,Your own place,0,Very,Yes,Yes,Yes,Yes,Christian or just Christian,Once a week,,5,Yes,Less than every few weeks,Yes,A few times a year,Never,A few times a year,Never,Never,Yes,Sometimes,Very often,Sometimes,Somewhat happy,Agree,Disagree,Always,A lot,Some,Some,Good,"$2,000 or Less",$201 - $400,21,21.13159752,Employed
3186,Female,"No, not in school",Four years of college/grad school,Your parent's home,0,Very,No,No,Yes,No,,,,40,No,,Yes,A few times a month,Once or twice,Never,Never,Never,No,Very often,Sometimes,Never,Somewhat happy,Agree,Disagree,Rarely,A lot,A little,None,Excellent,"$16,001 - $18,000","$801 - $1,000",22,23.02595139,Employed
3187,Male,"No, not in school",12th grade,Your parent's home,0,Not important at all,No,No,No,No,,,Atheist,40,Yes,One to two days a week,No,Never,,Never,Never,Never,No,Fairly often,Rarely,Rarely,Very happy,Agree,Disagree,Sometimes,Some,A lot,None,Very good,"$6,001 - $8,000",$201 - $400,20,28.24324417,Employed
3191,Female,"Yes, enrolled in school",Three years of college,Your parent's home,2,Somewhat,Yes,No,No,Yes,Roman Catholic,A few times a year,,20,Yes,About once a day,Yes,About once a week,Once or twice,Never,Never,Never,Yes,Very often,Sometimes,Sometimes,Somewhat unhappy,Agree,Agree,Sometimes,A lot,Some,A little,Good,"$4,001 - $6,000",$200 or less,21,22.59412384,Employed and school
3193,Female,"Yes, enrolled in school",Three years of college,Your own place,3,Very,No,No,No,Yes,Presbyterian,A few times a year,,0,Yes,Three to five days a week,Yes,A few times a week,Once or twice,About once a week,A few times a year,Never,Yes,Very often,Sometimes,Never,Somewhat happy,Strongly agree,Agree,Rarely,A lot,None,None,Very good,No income,No debt,21,19.73754883,In school only
3196,Female,"No, not in school",12th grade,Your parent's home,0,Very,Yes,No,Yes,Yes,Catholic,2-3 times a month,,33,Yes,About once a day,Yes,A few times a year,Never,Never,Never,Never,Yes,Fairly often,Rarely,Never,Somewhat happy,Agree,Strongly disagree,Sometimes,A lot,A little,Some,Very good,,No debt,22,24.27378082,Employed
3204,Male,"No, not in school",12th grade,Your parent's home,20,Not very,No,Yes,No,No,,,,40,Yes,Three to five days a week,Yes,Never,,Once a day or more,Never,Never,Yes,Very often,Rarely,Never,Somewhat happy,Strongly agree,Strongly disagree,Never,A lot,None,None,Good,"$2,000 or Less",No debt,20,22.45248985,Employed
3216,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Very,No,Yes,Yes,Yes,Catholic,2-3 times a month,,0,Yes,Three to five days a week,Yes,A few times a week,Five or more times,Never,A few times a year,More than five times,No,Sometimes,Fairly often,Never,Somewhat happy,Agree,Disagree,Rarely,A lot,None,None,Very good,No income,No debt,18,28.69387817,In school only
3225,Female,"Yes, enrolled in school",One year of college,Your own place,1,Very,Yes,No,No,No,,,Agnostic,50,Yes,Three to five days a week,Yes,About once a week,Never,Never,A few times a month,Never,Yes,Very often,Rarely,Never,Very happy,Strongly agree,Undecided/DK (Interviewer: Do not read),Sometimes,A lot,A little,None,Very good,"$44,001 - $46,000","$2,801 - $3,000",22,24.69214821,Employed and school
3229,Female,"No, not in school",11th grade,Your own place,1,Extremely important,Yes,Yes,Yes,Yes,Baptist,A few times a year,,36,No,,Yes,A few times a month,Never,Never,Once a day or more,Once or twice,Yes,Very often,Sometimes,Sometimes,Somewhat happy,Agree,Disagree,Usually,Some,Some,A little,Very good,"$18,001 - $20,000",$401 - $600,20,30.40657425,Employed
3233,Female,"No, not in school",12th grade,Your parent's home,1,Not important at all,No,No,No,No,,,Not religious,0,Yes,Less than every few weeks,Yes,A few times a year,Never,Once a day or more,Never,Never,Yes,Very often,Sometimes,Rarely,Somewhat unhappy,Strongly agree,Agree,Sometimes,A lot,A little,A little,Fair,"$2,000 or Less",No debt,21,21.14167976,No school or work but looking
3238,Female,"Yes, enrolled in school",12th grade,Your own place,2,Not very,Yes,Yes,No,No,,,Something else,14,Yes,About once a day,Unsure/Don't know,Once a day or more,Five or more times,Once a day or more,Once a day or more,Never,Yes,Fairly often,Sometimes,Never,Very happy,Agree,Disagree,Sometimes,A lot,A little,A little,Good,"$2,001 - $4,000","$3,801 - $4,000",18,29.04958725,Employed and school
3242,Female,"No, not in school",Two years of college,Your parent's home,0,Very,No,Yes,No,No,,,Not religious,40,No,,Yes,About once a month,Never,Never,Never,Never,Yes,Very often,Sometimes,Never,Somewhat happy,Strongly agree,Agree,Sometimes,A lot,A little,None,Excellent,"$2,000 or Less",No debt,22,35.43793488,Employed
3245,Male,"Yes, enrolled in school",Four years of college/grad school,Your own place,1,Somewhat,No,No,No,Yes,Methodist,A few times a year,,12,No,,Yes,A few times a week,Once or twice,Never,A few times a week,Never,Yes,Fairly often,Sometimes,Never,Very happy,Agree,Disagree,Sometimes,A lot,A little,None,Very good,"$2,001 - $4,000",No debt,22,23.56244278,Active armed forces
3252,Female,"Yes, enrolled in school",Two years of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Somewhat,Yes,Yes,No,Yes,Methodist,Many times a year,,0,Yes,About once a day,Yes,A few times a month,Once or twice,Never,Never,Never,Yes,Very often,Sometimes,Rarely,Somewhat happy,Strongly agree,Disagree,Rarely,A lot,A little,None,Very good,"$2,000 or Less",No debt,21,21.63076973,In school only
3254,Female,"Yes, enrolled in school",12th grade,Your own place,2,Very,No,No,No,Yes,Church of God,Once a month,,32,No,,Yes,A few times a month,Never,Never,Never,Never,Yes,Very often,Sometimes,Never,Somewhat happy,Agree,Disagree,Rarely,A lot,None,None,Good,"$26,001 - $28,000","$1,801 - $2,000",22,26.62878799,Employed and school
3257,Male,"Yes, enrolled in school",Three years of college,Your own place,1,Not important at all,No,No,No,No,,,Agnostic,20,Yes,About once a day,Unsure/Don't know,A few times a week,Five or more times,Never,Never,Never,Yes,Very often,Rarely,Rarely,Somewhat happy,Agree,Disagree,Sometimes,Some,A little,None,Good,"$12,001 - $14,000",$201 - $400,21,30.12857056,Employed and school
3258,Female,"Yes, enrolled in school",12th grade,Another person's home,1,Very,Yes,Yes,Yes,Yes,Methodist,2-3 times a month,,0,Yes,One to two days a week,Yes,Never,,Once a day or more,Never,Never,No,Fairly often,Fairly often,Rarely,Somewhat happy,Agree,Strongly disagree,Rarely,A lot,None,None,Excellent,"$2,000 or Less",No debt,18,18.87939453,In school only
3260,Female,"Yes, enrolled in school",One year of college,Your own place,0,Extremely important,Yes,Yes,Yes,Yes,Presbyterian,Many times a year,,0,Yes,About once a day,Yes,A few times a year,Never,Never,Never,Never,No,Very often,Sometimes,Never,Somewhat unhappy,Agree,Agree,Sometimes,A little,A lot,A lot,Very good,"$4,001 - $6,000",No debt,19,27.61524391,In school only
3261,Female,"Yes, enrolled in school",Three years of college,Your own place,0,Not important at all,No,Yes,No,No,,,Not religious,45,Yes,Every few weeks,Unsure/Don't know,A few times a week,Once or twice,Once a day or more,A few times a week,Never,No,Very often,Rarely,Never,Somewhat happy,Agree,Agree,Rarely,A lot,A little,None,Excellent,"$20,001 - $22,000","$801 - $1,000",22,25.82448959,Employed and school
3264,Female,"Yes, enrolled in school",One year of college,Your own place,0,Somewhat,No,No,No,No,,,Not religious,10,Yes,Several times a day,Yes,About once a week,Three or four times,Never,A few times a year,Never,Yes,Very often,Rarely,Never,Somewhat happy,Agree,Strongly disagree,Rarely,A lot,None,None,Very good,"$2,000 or Less",No debt,19,21.41041756,Employed and school
3269,Female,"No, not in school",12th grade,Your own place,1,Somewhat,No,Yes,No,Yes,Pentecostal,A few times a year,,0,Yes,About once a day,Yes,A few times a month,Never,Once a day or more,Once a day or more,Never,Yes,Sometimes,Never,Never,Somewhat unhappy,Agree,Disagree,Rarely,A lot,A little,None,Fair,"$12,001 - $14,000","$1,801 - $2,000",23,22.27134895,Out of labor force
3270,Female,"Yes, enrolled in school",Two years of college,Your own place,0,Somewhat,No,No,No,Yes,Catholic,A few times a year,,25,Yes,About once a day,Yes,A few times a year,Never,Never,Never,Never,Yes,Very often,Rarely,Never,Somewhat happy,Agree,Disagree,Rarely,Some,A little,Some,Good,"$14,001 - $16,000","$1,801 - $2,000",22,23.02595139,Employed and school
3273,Female,"Yes, enrolled in school",One year of college,Your own place,0,Very,Yes,No,Yes,Yes,Assemblies of God (Assembly of God),Once a month,,12,Yes,Several times a day,Yes,A few times a week,Once or twice,Never,Never,Never,No,Very often,Never,Never,Somewhat happy,Strongly agree,Strongly disagree,Never,A lot,None,None,Very good,"$2,001 - $4,000","$801 - $1,000",19,19.93383789,Employed and school
3277,Female,"Yes, enrolled in school",One year of college,Your parent's home,0,Very,Yes,Yes,No,Yes,Non-denominational Protestant,2-3 times a month,,26,Yes,About once a day,Yes,Never,,Never,Never,Never,Yes,Very often,Rarely,Never,Somewhat happy,Agree,Disagree,Never,A lot,None,None,Very good,"$2,000 or Less","$1,801 - $2,000",19,24.95858002,Employed and school
3281,Male,"Yes, enrolled in school",Two years of college,Your parent's home,6,Extremely important,No,No,No,Yes,Methodist,Many times a year,,40,Yes,One to two days a week,Yes,A few times a month,Once or twice,Never,A few times a year,Once or twice,No,Very often,Rarely,Never,Very happy,Agree,Disagree,Rarely,A lot,None,None,Excellent,"$18,001 - $20,000",No debt,21,24.3897953,Employed and school
3284,Female,"Yes, enrolled in school",Three years of college,Your own place,1,Somewhat,Yes,Yes,No,No,,,,5,Yes,Three to five days a week,Yes,A few times a year,Never,Never,Never,Never,Yes,Very often,Never,Never,Very happy,Strongly agree,Strongly disagree,Rarely,A lot,None,None,Good,"$8,001 - $10,000",No debt,22,25.74462891,Employed and school
3288,Male,"Yes, enrolled in school",11th grade,Your parent's home,0,Very,No,No,Yes,Yes,Church of Christ (Churches of Christ),More than once a week,,0,No,,Yes,Never,,Never,Never,Never,No,Rarely,Sometimes,Sometimes,Very happy,Strongly agree,Strongly disagree,Sometimes,A lot,None,None,Excellent,No income,No debt,19,29.8565197,In school only
3289,Female,"Yes, enrolled in school",Two years of college,Your own place,2,Not important at all,No,No,No,No,,,Agnostic,35,Yes,About once a day,Unsure/Don't know,A few times a month,Once or twice,Once a day or more,Never,Once or twice,No,Very often,Sometimes,Rarely,Somewhat unhappy,Agree,Agree,Sometimes,Some,A little,A little,Good,"$24,001 - $26,000","$6,801 - $7,000",20,22.80493164,Employed and school
3291,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Somewhat,No,No,No,Yes,Lutheran,2-3 times a month,,0,Yes,Several times a day,Yes,About once a week,Once or twice,Never,A few times a year,Never,No,Sometimes,Sometimes,Never,Very happy,Agree,Agree,Sometimes,A lot,Some,A little,Very good,"$10,001 - 12,000",No debt,18,34.29911804,In school only
3292,Male,"Yes, enrolled in school",Three years of college,Your own place,0,Somewhat,No,No,No,Yes,Roman Catholic,Once a month,,10,No,,Yes,About once a week,Never,Never,Never,Never,No,Very often,Rarely,Rarely,Very happy,Strongly agree,Strongly disagree,Never,A lot,None,None,Excellent,"$6,001 - $8,000",No debt,21,25.76581764,Employed and school
3293,Male,"No, not in school",Two years of college,Your own place,0,Somewhat,No,No,No,Yes,Methodist,A few times a year,Agnostic,50,Yes,One to two days a week,Yes,Once a day or more,Five or more times,Never,About once a week,Never,Yes,Very often,Very often,Never,Somewhat happy,Disagree,Agree,Sometimes,A lot,Some,None,Fair,"$50,001 or more",$601 - $800,20,35.61831665,Employed
3294,Female,"No, not in school",12th grade,Your own place,0,Extremely important,Yes,Yes,Yes,Yes,Pentecostal,More than once a week,,45,Yes,Every few weeks,Yes,A few times a year,Never,Never,Never,Once or twice,Yes,Very often,Sometimes,Sometimes,Very unhappy,Agree,Disagree,Sometimes,A lot,Some,None,Poor,"$24,001 - $26,000","$6,801 - $7,000",22,37.36138916,Employed
3296,Female,"No, not in school",12th grade,Your own place,1,Not important at all,No,Yes,No,No,,,Agnostic,35,Yes,Three to five days a week,Yes,Never,,Once a day or more,Once a day or more,Three to five times,Yes,Sometimes,Never,Never,Very happy,Agree,Agree,Rarely,Some,Some,Some,Fair,"$18,001 - $20,000",$200 or less,18,17.18090248,Employed
3300,Male,"No, not in school",Two years of college,Your own place,0,Very,Yes,No,Yes,Yes,Roman Catholic,2-3 times a month,,40,Yes,Every few weeks,Yes,A few times a year,Never,Never,Never,Never,Yes,Fairly often,Sometimes,Never,Neither,Agree,Disagree,Rarely,A lot,None,Some,Very good,"$28,001 - $30,000",No debt,22,34.13989639,Employed
3301,Male,"Yes, enrolled in school",One year of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Not important at all,No,No,No,No,,,,0,Yes,About once a day,Yes,A few times a month,Once or twice,Never,A few times a year,Never,Yes,Fairly often,Fairly often,Very often,Somewhat unhappy,Disagree,Agree,Sometimes,A little,A lot,A lot,Good,"$2,000 or Less",No debt,19,22.31303406,In school only
3302,Female,"Yes, enrolled in school",Three years of college,Another person's home,1,Somewhat,No,Yes,No,No,,,,20,No,,Yes,A few times a month,Once or twice,Never,Never,Never,No,Very often,Fairly often,Never,Somewhat happy,Agree,Disagree,Rarely,A lot,None,None,Very good,"$12,001 - $14,000",$401 - $600,21,21.62548828,Employed and school
3304,Female,"Yes, enrolled in school",Three years of college,Your own place,2,Very,Yes,Yes,Yes,Yes,Methodist,Once a month,,10,Yes,Several times a day,Yes,A few times a year,Never,Never,Never,Once or twice,Yes,Very often,Sometimes,Never,Somewhat happy,Agree,Disagree,Rarely,Some,A little,None,Very good,"$2,000 or Less",$201 - $400,21,19.80047417,Employed and school
3310,Female,"No, not in school",12th grade,Your own place,0,Somewhat,No,No,Yes,Yes,Baptist,More than once a week,Something else,0,Yes,About once a day,Yes,Never,,Never,Never,Never,Yes,Very often,Sometimes,Never,Very happy,Strongly agree,Strongly disagree,Sometimes,A lot,None,None,Very good,No income,No debt,21,30.22843361,No school or work but looking
3312,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Not very,No,No,No,No,,,Not religious,10,Yes,Several times a day,Unsure/Don't know,A few times a week,Never,Once a day or more,A few times a year,Never,No,Very often,Never,Never,Neither,Agree,Strongly disagree,Sometimes,Some,A little,None,Very good,"$8,001 - $10,000",No debt,18,22.31303406,Employed and school
3313,Female,"Yes, enrolled in school",Four years of college/grad school,Your own place,0,Very,No,No,No,No,,,Atheist,35,No,,Unsure/Don't know,A few times a week,Three or four times,Once a day or more,Never,Once or twice,Yes,Very often,Sometimes,Never,Very happy,Agree,Disagree,Rarely,A lot,None,None,Very good,"$28,001 - $30,000","$1,801 - $2,000",22,24.68912506,Employed and school
3314,Male,"Yes, enrolled in school",12th grade,Another person's home,0,Not important at all,No,No,No,No,,,Atheist,0,No,,No,Never,,Never,Never,Never,No,Rarely,Rarely,Rarely,Neither,Agree,Agree,Rarely,Some,A little,None,Excellent,"$2,000 or Less",No debt,19,26.15303993,In school only
3319,Male,"No, not in school",12th grade,Your parent's home,0,Not very,No,No,No,No,,,Agnostic,0,No,,Unsure/Don't know,A few times a month,Never,Never,Never,Never,No,Fairly often,Rarely,Rarely,Somewhat happy,Agree,Disagree,Never,A lot,A little,None,Very good,"$4,001 - $6,000",No debt,21,18.98534012,No school or work but looking
3323,Male,"Yes, enrolled in school",12th grade,Your parent's home,2,Somewhat,No,No,No,Yes,Non-denominational Protestant,2-3 times a month,,40,Yes,About once a day,Unsure/Don't know,Once a day or more,Five or more times,About once a month,A few times a month,Once or twice,Yes,Sometimes,Fairly often,Sometimes,Somewhat happy,Disagree,Disagree,Rarely,Some,Some,A little,Fair,"$6,001 - $8,000",No debt,20,18.24394417,Active armed forces
3324,Female,"No, not in school",11th grade,Your parent's home,1,Somewhat,No,No,No,No,,,Not religious,0,No,,Yes,Never,,Never,Never,Never,No,Fairly often,Rarely,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,None,None,Excellent,,,22,22.70772934,No school or work but looking
